id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
R1XSHeFF-ZtOy,WelrLng2-vE3q,eb2MgipU-BLA2,R1XSHeFF-ZtOy,23,25920,Aluguel,4,WelrLng2-vE3q,"Pessoal ",D,10000,15.58,1,0.39,eb2MgipU-BLA2,N,4
O4GKW8yr-c00p,TOL70hGg-Asys,mnnrQWXE-iHiu,O4GKW8yr-c00p,33,54000,Hipoteca,3,TOL70hGg-Asys,"Educativo ",F,16000,18.67,1,0.3,mnnrQWXE-iHiu,S,10
G88Iwkqa-KezG,r6xQIbIu-Ye9D,FeAzcw2h-kho5,G88Iwkqa-KezG,37,30000,Aluguel,7,r6xQIbIu-Ye9D,"Pessoal ",B,10000,9.25,1,0.33,FeAzcw2h-kho5,N,13
kAPHixiN-iWt5,T0JY4ejM-HbS6,9HPKWyIx-aC0e,kAPHixiN-iWt5,22,44307,Aluguel,6,T0JY4ejM-HbS6,Melhora_lar,B,10000,11.36,1,0.23,9HPKWyIx-aC0e,N,2
2rjOROlp-6aqe,2Y2TGrwj-Je3s,wLvaCyJv-G07a,2rjOROlp-6aqe,23,37000,Aluguel,7,2Y2TGrwj-Je3s,"Educativo ",B,3000,10.75,1,0.08,wLvaCyJv-G07a,N,4
5tqSKiSf-e1Rj,Ytbm8mPI-JUZJ,DPNxByMF-khaG,5tqSKiSf-e1Rj,23,92004,Aluguel,6,Ytbm8mPI-JUZJ,"Medico ",C,30000,15.23,1,0.33,DPNxByMF-khaG,S,2
xe69tJ1C-zhAW,3MZe8jlH-tPpP,fOMMgnNT-ysI6,xe69tJ1C-zhAW,31,31323,Hipoteca,6,3MZe8jlH-tPpP,Pagamento_debitos,C,4500,NULL,NULL,0.11,fOMMgnNT-ysI6,S,6
DO2eaTSD-oANO,77Affnnp-B5rn,4yUM55L0-dqXQ,DO2eaTSD-oANO,22,32400,Aluguel,2,77Affnnp-B5rn,"Medico ",D,10400,14.84,1,0.32,4yUM55L0-dqXQ,N,2
rK1Us5xg-CYBF,v6lNOQy1-QJor,6r1HJkCX-ZGEp,rK1Us5xg-CYBF,23,61836,Hipoteca,4,v6lNOQy1-QJor,Pagamento_debitos,D,1700,16.77,1,0.03,6r1HJkCX-ZGEp,N,4
Irgl5vCX-R6Jn,mIAEMbtS-MErv,YU6CiH9Y-LOyb,Irgl5vCX-R6Jn,40,52000,Hipoteca,6,mIAEMbtS-MErv,Melhora_lar,C,7000,14.65,1,0.13,YU6CiH9Y-LOyb,N,14
71FUYsqj-e7oA,lGb8yKX5-Ep4g,ORK0XWqr-2r1i,71FUYsqj-e7oA,29,58500,Aluguel,1,lGb8yKX5-Ep4g,"Medico ",D,22000,13.67,1,0.38,ORK0XWqr-2r1i,N,6
12axshiw-Dg7O,0BiyHrGU-5xfd,hozutuqa-pilB,12axshiw-Dg7O,29,28000,Aluguel,2,0BiyHrGU-5xfd,"Pessoal ",D,5000,16.07,1,0.18,hozutuqa-pilB,N,8
CTK60uAU-77X0,oaFXUu1R-QiWy,zRIjdoNv-lemT,CTK60uAU-77X0,25,49200,Aluguel,NULL,oaFXUu1R-QiWy,"Empreendimento ",D,18250,14.83,1,0.37,zRIjdoNv-lemT,N,3
ROZYPg5M-rRZ8,y5Cv0UZX-lpqt,6JKbX04h-vSDt,ROZYPg5M-rRZ8,36,60072,Aluguel,14,y5Cv0UZX-lpqt,Melhora_lar,B,2500,11.49,1,0.04,6JKbX04h-vSDt,N,16
RsgzwCfH-5jsG,L3N1ukH1-HctB,PI07luxQ-3tY7,RsgzwCfH-5jsG,23,30000,Hipoteca,7,L3N1ukH1-HctB,Melhora_lar,A,2200,NULL,1,0.07,PI07luxQ-3tY7,N,3
jBOnAjEQ-z20s,5h2xJ1OB-T1OM,2OunmCfT-Wrkv,jBOnAjEQ-z20s,40,34500,Aluguel,2,5h2xJ1OB-T1OM,"Pessoal ",D,5400,12.61,1,0.16,2OunmCfT-Wrkv,N,13
kewXpiUp-jnm0,x1spAXaQ-cnRw,rtTX2iD2-TUIx,kewXpiUp-jnm0,26,18000,Aluguel,2,x1spAXaQ-cnRw,Pagamento_debitos,C,8500,14.27,1,0.47,rtTX2iD2-TUIx,N,3
icUd66xk-ffKw,3C3uMleh-1SSU,2FcspddI-MHLA,icUd66xk-ffKw,24,79631,Aluguel,8,3C3uMleh-1SSU,"Pessoal ",D,25000,15.7,1,0.31,2FcspddI-MHLA,S,2
XO5U4W0e-OqRW,rAtk3R9Y-TBlq,alFkQLUi-LiDY,XO5U4W0e-OqRW,37,21600,Aluguel,4,rAtk3R9Y-TBlq,Pagamento_debitos,D,3800,NULL,1,0.18,alFkQLUi-LiDY,S,13
MjQvtemE-zgyu,2ToC22Gf-74mo,cXDvF0Lu-iLmA,MjQvtemE-zgyu,29,30000,Aluguel,3,2ToC22Gf-74mo,Pagamento_debitos,C,3000,NULL,1,0.1,cXDvF0Lu-iLmA,S,6
WB9YiD35-9yL6,GJY59Lsb-zGMG,yKLtaZ9x-hp5s,WB9YiD35-9yL6,28,58650,Aluguel,13,GJY59Lsb-zGMG,"Medico ",B,20000,10.59,1,0.29,yKLtaZ9x-hp5s,N,8
Pq2zTs95-5NQG,TdRcGDR6-2bua,5f6xWGuZ-AAXN,Pq2zTs95-5NQG,23,44000,Aluguel,1,TdRcGDR6-2bua,"Educativo ",E,13000,18.39,1,0.3,5f6xWGuZ-AAXN,S,3
BnNjPSBT-jrrd,4cDCyCWa-6A9u,G1asYtc9-fdje,BnNjPSBT-jrrd,31,34000,Aluguel,2,4cDCyCWa-6A9u,Melhora_lar,D,7500,15.58,1,0.22,G1asYtc9-fdje,N,5
WS6MFwa5-DIZQ,ERin3X3Q-50wo,Gk3qnS2M-r3Fh,WS6MFwa5-DIZQ,NULL,NULL,Aluguel,1,ERin3X3Q-50wo,"Pessoal ",A,7000,13.16,1,0.21,Gk3qnS2M-r3Fh,N,3
DO3Wn3sP-DRvn,Igp7B2sJ-fIgc,21I8yCJS-E5QJ,DO3Wn3sP-DRvn,23,34255,Aluguel,7,Igp7B2sJ-fIgc,"Empreendimento ",G,6000,22.11,1,0.18,21I8yCJS-E5QJ,S,3
zqYTS9m7-7xUi,IRdzE2Pj-ddZY,pBgvsNTE-HRHl,zqYTS9m7-7xUi,NULL,168000,Aluguel,2,IRdzE2Pj-ddZY,Melhora_lar,E,10000,13.57,NULL,0.16,pBgvsNTE-HRHl,N,15
o8MJQJNE-Finv,ffr3kplw-61FF,GhYJdT43-IBBK,o8MJQJNE-Finv,27,98000,Aluguel,11,ffr3kplw-61FF,Melhora_lar,D,20000,16,1,0.2,GhYJdT43-IBBK,N,8
eN3jng2O-YFQz,OpiIRh8R-YP8J,rBNINuvR-y0IB,eN3jng2O-YFQz,23,9600,Aluguel,3,OpiIRh8R-YP8J,Pagamento_debitos,B,2100,10.62,1,0.22,rBNINuvR-y0IB,N,3
fdb7naaj-0EfB,ZEsBzrWt-mmte,EPyK7BKn-yPoO,fdb7naaj-0EfB,29,38004,Aluguel,2,ZEsBzrWt-mmte,"Pessoal ",C,1500,12.53,1,0.04,EPyK7BKn-yPoO,S,7
ZmrSRhAD-8bJX,W9jjtK9v-7K4W,av5l7RKP-SJar,ZmrSRhAD-8bJX,22,24000,Aluguel,1,W9jjtK9v-7K4W,"Pessoal ",C,15000,12.73,1,0.63,av5l7RKP-SJar,S,4
8kwQORpo-p5LF,QNIR7QNx-xILP,XDH0cJ8d-1y4e,8kwQORpo-p5LF,23,42000,Hipoteca,7,QNIR7QNx-xILP,"Educativo ",A,10500,7.66,1,0.25,XDH0cJ8d-1y4e,N,2
rfb33oD5-xnid,AcPlTlkt-ANQF,vMDflHvo-St29,rfb33oD5-xnid,22,33600,Aluguel,6,AcPlTlkt-ANQF,"Pessoal ",D,9000,NULL,1,0.27,vMDflHvo-St29,N,4
mHJOfNs6-q928,JwUMNUdT-5PKf,Dc9KvkYH-CNtQ,mHJOfNs6-q928,22,31000,Aluguel,4,JwUMNUdT-5PKf,"Pessoal ",A,10000,NULL,1,0.32,Dc9KvkYH-CNtQ,N,4
Dp12Q2Jx-0tWP,uXvCQ4tU-X7Tu,EW4fhjGD-ExsZ,Dp12Q2Jx-0tWP,21,30000,Aluguel,5,uXvCQ4tU-X7Tu,"Empreendimento ",B,10000,11.99,1,0.33,EW4fhjGD-ExsZ,N,4
gfdarnoi-TCrS,tERMsxMh-bslI,u8cxqJmY-Q82Z,gfdarnoi-TCrS,23,42000,Aluguel,2,tERMsxMh-bslI,"Pessoal ",C,6000,12.41,1,0.14,u8cxqJmY-Q82Z,N,4
0b6mt3Tm-aFBt,l133EYit-M38k,BDSTvLie-vSst,0b6mt3Tm-aFBt,25,113000,Aluguel,8,l133EYit-M38k,Pagamento_debitos,B,14400,11.71,1,0.13,BDSTvLie-vSst,N,4
JGBjDgjR-zlhy,x5L8gNy8-W1sK,KXBxeSun-u3KL,JGBjDgjR-zlhy,24,29000,Aluguel,2,x5L8gNy8-W1sK,"Medico ",D,2500,NULL,1,0.09,KXBxeSun-u3KL,N,4
N1DlWdlA-hJaF,ZukWobxi-Zt1p,4HfxWeTh-qf2k,N1DlWdlA-hJaF,24,56100,Hipoteca,4,ZukWobxi-Zt1p,"Medico ",D,4900,15.95,1,0.07,4HfxWeTh-qf2k,S,4
rZTgakws-cJAO,bMiEbIRW-9EcE,N5Qls6LM-x1n6,rZTgakws-cJAO,25,32000,Aluguel,9,bMiEbIRW-9EcE,"Empreendimento ",C,5000,14.27,1,0.16,N5Qls6LM-x1n6,S,4
iqNKleOF-7Ln7,7mUeDRt6-uO7w,YBfW5AR6-C5aY,iqNKleOF-7Ln7,29,28800,Aluguel,1,7mUeDRt6-uO7w,"Empreendimento ",C,4000,13.92,1,0.14,YBfW5AR6-C5aY,N,10
GPZEs6Ru-v54c,h37QhQ8N-Hqbb,ZYn1YWOg-UMWF,GPZEs6Ru-v54c,22,30000,Aluguel,1,h37QhQ8N-Hqbb,"Medico ",C,10000,12.53,1,0.33,ZYn1YWOg-UMWF,N,4
imxnq1vQ-90m4,fWjwxX3p-IYUl,UBRKQ3T8-XEbO,imxnq1vQ-90m4,38,83000,Aluguel,3,fWjwxX3p-IYUl,Melhora_lar,G,22250,23.22,1,0.27,UBRKQ3T8-XEbO,S,12
YYcOgftx-OaCT,luDduPbw-YyvQ,GM6TbF12-EvMG,YYcOgftx-OaCT,29,72000,Aluguel,4,luDduPbw-YyvQ,"Educativo ",A,24000,7.66,1,0.33,GM6TbF12-EvMG,N,6
vPBuEttg-GPWo,RtpQ77sI-2RWQ,6ksSX1nx-v3oe,vPBuEttg-GPWo,23,39000,Hipoteca,7,RtpQ77sI-2RWQ,"Empreendimento ",C,16000,14.26,1,0.41,6ksSX1nx-v3oe,N,3
enHFeSHF-fPk6,xaCZ0isG-leAP,UNYccoet-Hyga,enHFeSHF-fPk6,24,10000,Aluguel,2,xaCZ0isG-leAP,Pagamento_debitos,B,2000,10.25,1,0.2,UNYccoet-Hyga,N,2
3G5vmhs3-7J8O,2CbIcMuu-awfc,NDXjd9CQ-eyqe,3G5vmhs3-7J8O,21,21000,Aluguel,2,2CbIcMuu-awfc,"Educativo ",B,10000,11.71,1,0.48,NDXjd9CQ-eyqe,N,2
iNdoWHYo-ZFDf,NiM2jmq0-tpH4,CxX24FnB-IivX,iNdoWHYo-ZFDf,42,47000,Aluguel,2,NiM2jmq0-tpH4,"Medico ",B,25000,12.18,1,0.53,CxX24FnB-IivX,N,15
jg35T4xI-pmAd,11rA9T8u-fOcy,2mQ02FqY-Xjzb,jg35T4xI-pmAd,23,24000,Hipoteca,1,11rA9T8u-fOcy,Pagamento_debitos,D,2800,16.07,1,0.12,2mQ02FqY-Xjzb,N,3
6KeD803G-esjg,64xabghl-kfYh,joQyF1rk-hDhz,6KeD803G-esjg,27,51600,Aluguel,2,64xabghl-kfYh,"Empreendimento ",C,13800,13.57,1,0.27,joQyF1rk-hDhz,S,6
IFoCZ4sz-o31s,rsYOpCbl-8kqg,D2yKPfSs-ag6f,IFoCZ4sz-o31s,24,56100,Aluguel,4,rsYOpCbl-8kqg,"Medico ",D,20000,14.74,1,0.3,D2yKPfSs-ag6f,S,4
GcMdQytt-RiDk,jLf4w7ic-LtIq,IXED4HIj-AfDg,GcMdQytt-RiDk,26,44000,Aluguel,4,jLf4w7ic-LtIq,Melhora_lar,G,12500,22.11,1,0.28,IXED4HIj-AfDg,S,2
kg67lHNf-vcEM,JjINYm9f-dU2y,TCvNscUt-XYSZ,kg67lHNf-vcEM,21,34000,Aluguel,2,JjINYm9f-dU2y,"Pessoal ",D,5000,14.59,1,0.15,TCvNscUt-XYSZ,N,4
InDOYcZ2-8YTC,vx2tRHvf-wdi5,iwFGt6aB-5gef,InDOYcZ2-8YTC,23,49635,Hipoteca,6,vx2tRHvf-wdi5,"Pessoal ",A,12000,7.29,1,0.24,iwFGt6aB-5gef,N,3
kryym1cH-heh5,BNeCLtE8-FOIz,5dY99y6b-xBfR,kryym1cH-heh5,26,54000,Hipoteca,8,BNeCLtE8-FOIz,"Medico ",D,5000,15.62,1,0.09,5dY99y6b-xBfR,S,4
uvzAs1ja-3LAA,UcyOCxZv-P36C,TzK85X3b-q8Bq,uvzAs1ja-3LAA,21,33600,Aluguel,5,UcyOCxZv-P36C,"Pessoal ",B,9000,11.86,1,0.27,TzK85X3b-q8Bq,N,4
BCxmZONp-U96D,leP8qNen-egxX,8vfks68h-7K97,BCxmZONp-U96D,23,24000,Aluguel,7,leP8qNen-egxX,"Pessoal ",A,8000,7.29,1,0.33,8vfks68h-7K97,N,2
nlSDyWvd-YoM3,mNrucw9Z-Xl0T,8qXbFmSJ-1jWC,nlSDyWvd-YoM3,37,79992,Hipoteca,2,mNrucw9Z-Xl0T,"Pessoal ",C,9000,NULL,1,0.11,8qXbFmSJ-1jWC,S,14
fxf94ulM-J04P,TrJeIwk7-4Aac,y3zgoCyD-7bwQ,fxf94ulM-J04P,33,36000,Aluguel,10,TrJeIwk7-4Aac,"Medico ",A,12325,6.54,1,0.34,y3zgoCyD-7bwQ,N,10
oWqAC6bo-uHRI,NSqyAwNO-Aytm,sLHa0ymx-2jrs,oWqAC6bo-uHRI,21,60000,Aluguel,6,NSqyAwNO-Aytm,"Educativo ",B,25000,10.99,1,0.42,sLHa0ymx-2jrs,N,4
bvvESWMp-GGAY,0UBbjXyv-0ed3,ZXvXY2R5-6Xfz,bvvESWMp-GGAY,24,50000,Aluguel,3,0UBbjXyv-0ed3,"Pessoal ",C,17000,13.79,1,0.34,ZXvXY2R5-6Xfz,N,3
E5WBtMTw-TLbv,4iP7Wx3e-zF2K,bKCsu8EP-d8KI,E5WBtMTw-TLbv,42,42000,Aluguel,6,4iP7Wx3e-zF2K,"Educativo ",D,14500,15.57,1,0.35,bKCsu8EP-d8KI,N,14
Ke6ylAMb-fvaw,ZIfJ8tLk-6K5z,D6wLHxAj-kPSy,Ke6ylAMb-fvaw,23,59004,Aluguel,5,ZIfJ8tLk-6K5z,Pagamento_debitos,B,20000,10.83,1,0.34,D6wLHxAj-kPSy,N,2
Du5AB1e2-0BSt,kWRQMguT-jO4H,Ma59jYCI-5WZ0,Du5AB1e2-0BSt,22,36000,Aluguel,1,kWRQMguT-jO4H,Melhora_lar,B,3000,10.37,1,0.08,Ma59jYCI-5WZ0,N,3
RwTfXLa5-5GfP,R2SpWzlN-NX2a,MbZA5b8G-X8En,RwTfXLa5-5GfP,NULL,36708,Aluguel,2,R2SpWzlN-NX2a,Melhora_lar,D,25000,17.19,1,NULL,MbZA5b8G-X8En,S,8
ExPF3SnM-Cm3k,Yo6L4BXZ-lSCB,63BOY8O0-4Iq5,ExPF3SnM-Cm3k,24,83000,Aluguel,8,Yo6L4BXZ-lSCB,"Pessoal ",D,9000,15.05,1,0.11,63BOY8O0-4Iq5,S,3
iGGeAv5q-jDOq,jwazv6YE-rgG8,lEJKmago-KPf3,iGGeAv5q-jDOq,26,29364,Aluguel,4,jwazv6YE-rgG8,Melhora_lar,C,6000,13.35,1,0.2,lEJKmago-KPf3,S,4
yhiCWedA-stjR,rhaTgJmJ-AJmO,exDD9H9v-jP8C,yhiCWedA-stjR,37,145124,Hipoteca,21,rhaTgJmJ-AJmO,"Pessoal ",B,11375,10.99,1,0.08,exDD9H9v-jP8C,N,11
vcAQPtbb-AlrX,bDcyuRcg-Z8et,CkfEKY3H-vWK9,vcAQPtbb-AlrX,29,88000,Hipoteca,6,bDcyuRcg-Z8et,Pagamento_debitos,E,16000,16.45,1,0.18,CkfEKY3H-vWK9,N,8
6ffXxPft-Mgw3,lyh1jQWH-0CnA,tu7PKWjj-GsCX,6ffXxPft-Mgw3,NULL,70000,Aluguel,3,lyh1jQWH-0CnA,"Pessoal ",B,6000,7.68,NULL,0.08,tu7PKWjj-GsCX,N,10
vxA7asFF-CjYG,amT2BbRq-rnvM,XeAOOgGA-ePDe,vxA7asFF-CjYG,24,103044,Hipoteca,8,amT2BbRq-rnvM,"Medico ",D,11600,15.05,1,0.1,XeAOOgGA-ePDe,S,2
Yh8NMi89-fINf,EjcdpjCl-Hh2r,ggBpbnWy-Tkuz,Yh8NMi89-fINf,24,70550,Aluguel,8,EjcdpjCl-Hh2r,"Medico ",D,9000,15.05,1,0.11,ggBpbnWy-Tkuz,S,2
92ayCIRa-qOAg,OpqzaDLE-AsQr,2CRWhL1e-ICaT,92ayCIRa-qOAg,29,44500,Aluguel,3,OpqzaDLE-AsQr,"Empreendimento ",C,14400,13.61,1,0.32,2CRWhL1e-ICaT,S,10
1j5hFy8U-cMQ2,Z7FgSk8P-RpzS,qY8vDt1u-11C8,1j5hFy8U-cMQ2,25,49963,Hipoteca,9,Z7FgSk8P-RpzS,"Educativo ",B,2100,11.49,1,0.04,qY8vDt1u-11C8,N,3
QctDNSA1-2IuG,F27KPczE-AYGR,anfmfUtW-z2bA,QctDNSA1-2IuG,32,32004,Aluguel,1,F27KPczE-AYGR,Pagamento_debitos,D,3400,NULL,1,0.11,anfmfUtW-z2bA,N,7
5N9KvArA-uiLb,vTYPB64N-n37i,lqUy9gBA-KNqP,5N9KvArA-uiLb,29,33000,Aluguel,5,vTYPB64N-n37i,Melhora_lar,A,8000,5.79,1,0.24,lqUy9gBA-KNqP,N,8
PyG9fpBT-t4IY,FMb12ZY2-5PGa,gmreAdjt-3BIn,PyG9fpBT-t4IY,23,25200,Aluguel,1,FMb12ZY2-5PGa,Pagamento_debitos,C,8000,12.73,1,0.32,gmreAdjt-3BIn,N,4
SmCjBZmB-7WJ9,8LII1Oak-PZMW,PuBtlfXa-7CCY,SmCjBZmB-7WJ9,24,67524,Hipoteca,4,8LII1Oak-PZMW,"Pessoal ",B,10000,9.99,1,0.15,PuBtlfXa-7CCY,N,2
jQadlMh8-9gtl,MHz0pf9K-oZxW,Kg8Haao9-8l0J,jQadlMh8-9gtl,21,37947,Aluguel,5,MHz0pf9K-oZxW,"Pessoal ",A,14000,7.9,1,0.37,Kg8Haao9-8l0J,N,2
sQNHxKNK-410Q,1N7aA5fZ-d7oj,y3QrWMYP-xAzs,sQNHxKNK-410Q,28,26400,Aluguel,7,1N7aA5fZ-d7oj,"Pessoal ",C,5000,13.11,1,0.19,y3QrWMYP-xAzs,S,6
i0QwS0Ez-KeRW,5CoCn9LN-k0W8,wOH59A98-L1Ap,i0QwS0Ez-KeRW,26,24000,Hipoteca,10,5CoCn9LN-k0W8,"Medico ",A,5000,7.66,1,0.21,wOH59A98-L1Ap,N,3
wWnevDHl-PXXF,Uqlv3cAe-ZvcI,DzRO04Uz-pQjk,wWnevDHl-PXXF,26,108000,Aluguel,2,Uqlv3cAe-ZvcI,"Pessoal ",D,25000,15.05,1,0.23,DzRO04Uz-pQjk,N,2
nsTljDou-mvdi,5vBOEjBj-mYCq,Ztlym970-MnY4,nsTljDou-mvdi,28,61350,Aluguel,12,5vBOEjBj-mYCq,Pagamento_debitos,C,7000,12.98,1,0.11,Ztlym970-MnY4,S,8
75B4IPw4-LbPZ,o0qJig9m-H8NP,AOh6y9CG-aFlo,75B4IPw4-LbPZ,22,65000,Propria,6,o0qJig9m-H8NP,"Medico ",C,12000,6.92,NULL,NULL,AOh6y9CG-aFlo,N,14
rFA0MI4U-7P7X,5yzDQvQl-3FMC,Y5oAeAEn-p0Z1,rFA0MI4U-7P7X,24,52000,Aluguel,8,5yzDQvQl-3FMC,"Educativo ",D,20000,15.65,1,0.38,Y5oAeAEn-p0Z1,S,2
mOMy4arC-tE4c,r638j0B7-cHci,RsGIps3I-0CqJ,mOMy4arC-tE4c,25,56950,Hipoteca,9,r638j0B7-cHci,"Medico ",C,25000,10.91,1,0.37,RsGIps3I-0CqJ,S,3
ONgXexPH-FlJF,2B3ADEjJ-ekFz,x9SH2Lsh-mKFM,ONgXexPH-FlJF,23,54000,Aluguel,1,2B3ADEjJ-ekFz,"Empreendimento ",B,20000,11.83,1,0.37,x9SH2Lsh-mKFM,N,4
CNqZBHSb-qDrK,R7emDQAG-hFte,AHF6UqEh-AxXl,CNqZBHSb-qDrK,27,30000,Aluguel,5,R7emDQAG-hFte,"Educativo ",B,12000,11.36,1,0.4,AHF6UqEh-AxXl,N,9
gdHvHMj6-Kwuz,Wqc3Z2Ep-rIyQ,BW7pGBc4-C6Fl,gdHvHMj6-Kwuz,23,37000,Hipoteca,3,Wqc3Z2Ep-rIyQ,"Medico ",D,3600,15.62,1,0.1,BW7pGBc4-C6Fl,N,4
SWiIGmFJ-9O2p,vFUXndwK-Wn6z,rbOXYs38-xaHK,SWiIGmFJ-9O2p,24,59000,Hipoteca,3,vFUXndwK-Wn6z,"Educativo ",C,6800,12.53,1,0.12,rbOXYs38-xaHK,N,2
FXo7hB04-CTrr,ojElr39a-mdPn,T43mZ0DJ-d9pK,FXo7hB04-CTrr,29,26004,Hipoteca,13,ojElr39a-mdPn,Pagamento_debitos,D,4000,14.74,1,0.15,T43mZ0DJ-d9pK,S,9
4fqKD49g-EnlT,19BqPfko-UhfZ,3Qr6Sxv1-rG97,4fqKD49g-EnlT,27,48000,Aluguel,2,19BqPfko-UhfZ,"Pessoal ",C,25000,10.59,1,0.52,3Qr6Sxv1-rG97,N,7
3UzKdQbt-PeAK,7JZcCkh2-SJFS,EtHgikJc-0dOc,3UzKdQbt-PeAK,27,44004,Aluguel,4,7JZcCkh2-SJFS,Pagamento_debitos,D,10000,NULL,1,0.23,EtHgikJc-0dOc,S,10
YHbYlf0t-cucT,jbuCkSOM-1NzG,jrIoexRz-L6ZG,YHbYlf0t-cucT,28,15000,Aluguel,1,jbuCkSOM-1NzG,"Medico ",B,4800,10.99,1,0.32,jrIoexRz-L6ZG,N,8
jlTq7OEa-R9zJ,gGAk7HFn-tP7B,Obr6nEoQ-CFGW,jlTq7OEa-R9zJ,23,30500,Hipoteca,6,gGAk7HFn-tP7B,"Medico ",D,3000,14.96,1,0.1,Obr6nEoQ-CFGW,S,2
6kvUfNFI-N7KQ,NPCz9x2t-ZNUp,8Eq0WfnY-xCxE,6kvUfNFI-N7KQ,27,60000,Hipoteca,NULL,NPCz9x2t-ZNUp,Melhora_lar,C,8400,12.73,1,0.14,8Eq0WfnY-xCxE,N,9
OszY7vsP-cYyv,zXgHJN2m-rcA9,6rHQ0a3Y-6jDn,OszY7vsP-cYyv,42,45000,Aluguel,1,zXgHJN2m-rcA9,Pagamento_debitos,B,18200,10.83,1,0.4,6rHQ0a3Y-6jDn,N,14
hQPfhXmD-pNCd,wx8X1o1D-3Ica,9rqzNHb4-p18b,hQPfhXmD-pNCd,43,62900,Aluguel,22,wx8X1o1D-3Ica,"Medico ",D,18000,17.27,1,0.24,9rqzNHb4-p18b,S,14
3yRbFF0R-NXBH,AmTH6xRj-19yg,PMw3ADpA-vC6e,3yRbFF0R-NXBH,24,23700,Aluguel,8,AmTH6xRj-19yg,"Empreendimento ",A,10000,9.32,1,0.42,PMw3ADpA-vC6e,N,4
yZKAzhvI-8m9h,xJP6DYi3-aB54,CqttDKNE-ejQ3,yZKAzhvI-8m9h,25,19200,Aluguel,5,xJP6DYi3-aB54,Melhora_lar,B,4000,NULL,1,0.21,CqttDKNE-ejQ3,N,3
F74qLWwY-82rz,vKl0cYNA-uqEk,PHvqEFJw-6wID,F74qLWwY-82rz,23,31000,Aluguel,1,vKl0cYNA-uqEk,Pagamento_debitos,B,6000,11.71,1,0.19,PHvqEFJw-6wID,N,2
F91qoNQm-GSZp,RZcIK3yH-PHg9,l5MWMdX5-qzkZ,F91qoNQm-GSZp,29,80000,Aluguel,2,RZcIK3yH-PHg9,Pagamento_debitos,C,35000,12.68,1,0.44,l5MWMdX5-qzkZ,S,10
KNa1PRqi-SSO7,UmHxafKA-iEEg,Fm0Kf6lw-au08,KNa1PRqi-SSO7,37,55000,Aluguel,19,UmHxafKA-iEEg,Pagamento_debitos,B,30000,9.91,1,0.55,Fm0Kf6lw-au08,N,15
YgB7Y3mF-s6G8,IXXRUUPp-HThw,4swDrNcT-e4Z2,YgB7Y3mF-s6G8,25,31800,Outros,1,IXXRUUPp-HThw,Melhora_lar,C,10000,12.53,1,0.31,4swDrNcT-e4Z2,N,3
QWxbCRlZ-2TiS,zdOC4qyF-osYg,RJ9TW6P7-p3xq,QWxbCRlZ-2TiS,24,9600,Propria,2,zdOC4qyF-osYg,"Empreendimento ",A,3200,7.88,1,0.33,RJ9TW6P7-p3xq,N,2
Aszyt0us-FIBT,962bta8Y-oJ0n,brgKenyh-RHaB,Aszyt0us-FIBT,34,45600,Aluguel,NULL,962bta8Y-oJ0n,"Pessoal ",B,23500,11.36,1,0.52,brgKenyh-RHaB,N,9
LFrE4Pi7-sMiT,XNJMK9ed-Z6FM,XumABn64-Me98,LFrE4Pi7-sMiT,30,54000,Hipoteca,3,XNJMK9ed-Z6FM,Pagamento_debitos,C,5000,12.61,1,0.09,XumABn64-Me98,N,9
86dnleoi-G4a3,3HdocLEJ-WBzs,nqC3IFzs-Zy5P,86dnleoi-G4a3,25,49000,Aluguel,2,3HdocLEJ-WBzs,"Empreendimento ",C,3000,12.68,1,0.06,nqC3IFzs-Zy5P,S,3
bnqvWMeb-i2hW,ErJT5imt-bz4c,CCXQl7aU-jplb,bnqvWMeb-i2hW,29,16800,Aluguel,4,ErJT5imt-bz4c,Melhora_lar,A,5000,6.92,1,0.3,CCXQl7aU-jplb,N,10
gBGhZQCP-fvPe,yskrCuGZ-eQ27,ucQH7loD-C8C0,gBGhZQCP-fvPe,27,64000,Aluguel,3,yskrCuGZ-eQ27,"Pessoal ",A,3600,7.49,1,0.06,ucQH7loD-C8C0,N,5
cvLemZtz-G3Im,zoQsaaY0-tGDE,4xEPfZBu-Zl6Q,cvLemZtz-G3Im,24,38400,Aluguel,8,zoQsaaY0-tGDE,"Pessoal ",E,9000,NULL,NULL,NULL,4xEPfZBu-Zl6Q,N,7
8nHte9PF-y6l5,XF7ogTTA-vZCp,RagDTprj-bkyv,8nHte9PF-y6l5,25,45996,Aluguel,2,XF7ogTTA-vZCp,"Empreendimento ",G,5000,NULL,1,0.11,RagDTprj-bkyv,S,2
IuS3I51A-p9Ae,m2RwAlFF-2DAQ,0EuDdfgj-EaLa,IuS3I51A-p9Ae,23,46500,Hipoteca,1,m2RwAlFF-2DAQ,"Medico ",A,5000,7.49,1,0.11,0EuDdfgj-EaLa,N,3
